id,Prediction
1,7.128595673579994
2,7.213660310831844
3,7.071381269527224
4,7.128595673579994
5,6.94202197119876
6,7.071381269527224
7,7.071381269527224
8,6.94202197119876
9,6.94202197119876
10,7.213660310831844
11,7.128595673579994
12,6.94202197119876
13,7.071381269527224
14,7.071381269527224
15,7.071381269527224
16,7.128595673579994
17,6.94202197119876
18,7.071381269527224
19,7.213660310831844
20,6.94202197119876
21,7.071381269527224
22,8.146620286610101
23,7.071381269527224
24,8.146620286610101
25,7.213660310831844
26,7.071381269527224
27,6.94202197119876
28,8.146620286610101
29,7.128595673579994
30,7.213660310831844
31,7.213660310831844
32,7.128595673579994
33,6.794863291167399
34,6.94202197119876
35,7.213660310831844
36,6.94202197119876
37,7.071381269527224
38,7.213660310831844
39,7.128595673579994
40,7.213660310831844
41,7.213660310831844
42,7.071381269527224
43,7.213660310831844
44,6.94202197119876
45,7.213660310831844
46,6.94202197119876
47,7.213660310831844
48,7.213660310831844
49,7.071381269527224
50,6.94202197119876
51,7.213660310831844
52,7.128595673579994
53,7.645799594611146
54,7.071381269527224
55,7.128595673579994
56,7.213660310831844
57,6.94202197119876
58,7.128595673579994
59,7.128595673579994
60,6.794863291167399
61,7.128595673579994
62,7.213660310831844
63,7.645799594611146
64,7.128595673579994
65,7.071381269527224
66,6.794863291167399
67,6.794863291167399
68,7.071381269527224
69,7.071381269527224
70,7.128595673579994
71,7.213660310831844
72,6.94202197119876
73,6.94202197119876
74,7.213660310831844
75,7.213660310831844
76,6.94202197119876
77,6.794863291167399
78,7.128595673579994
79,6.94202197119876
80,6.94202197119876
81,7.213660310831844
82,7.071381269527224
83,7.645799594611146
84,6.94202197119876
85,7.24766307338703
86,7.071381269527224
87,7.071381269527224
88,6.794863291167399
89,7.071381269527224
90,6.794863291167399
91,7.213660310831844
92,6.94202197119876
93,7.128595673579994
94,8.146620286610101
95,6.94202197119876
96,7.128595673579994
97,6.94202197119876
98,7.128595673579994
99,7.213660310831844
100,7.071381269527224
101,6.94202197119876
102,7.128595673579994
103,6.812421226578475
104,6.94202197119876
105,6.94202197119876
106,7.071381269527224
107,7.128595673579994
108,7.24766307338703
109,7.071381269527224
110,6.94202197119876
111,8.146620286610101
112,7.645799594611146
113,7.071381269527224
114,6.794863291167399
115,7.128595673579994
116,6.94202197119876
117,7.128595673579994
118,6.794863291167399
119,8.146620286610101
120,6.94202197119876
121,6.94202197119876
122,6.94202197119876
123,7.128595673579994
124,7.213660310831844
125,7.213660310831844
126,6.94202197119876
127,8.858849327931186
128,7.071381269527224
129,8.146620286610101
130,6.94202197119876
131,7.128595673579994
132,7.071381269527224
133,7.128595673579994
134,6.94202197119876
135,7.213660310831844
136,7.24766307338703
137,7.071381269527224
138,7.213660310831844
139,7.128595673579994
140,6.794863291167399
141,7.128595673579994
142,7.213660310831844
143,6.794863291167399
144,7.24766307338703
145,7.128595673579994
146,6.794863291167399
147,7.128595673579994
148,7.071381269527224
149,6.94202197119876
150,7.071381269527224
151,7.071381269527224
152,7.645799594611146
153,6.794863291167399
154,7.128595673579994
155,7.213660310831844
156,7.213660310831844
157,8.146620286610101
158,6.94202197119876
159,7.071381269527224
160,7.071381269527224
161,7.071381269527224
162,7.071381269527224
163,7.213660310831844
164,7.071381269527224
165,7.213660310831844
166,7.645799594611146
167,6.794863291167399
168,7.128595673579994
169,7.213660310831844
170,7.128595673579994
171,7.213660310831844
172,7.071381269527224
173,7.128595673579994
174,6.794863291167399
175,7.128595673579994
176,7.213660310831844
177,6.94202197119876
178,7.071381269527224
179,7.071381269527224
180,6.794863291167399
181,7.071381269527224
182,6.94202197119876
183,7.071381269527224
184,7.128595673579994
185,6.94202197119876
186,7.128595673579994
187,7.128595673579994
188,6.794863291167399
189,8.146620286610101
190,7.213660310831844
191,7.071381269527224
192,7.128595673579994
193,7.128595673579994
194,7.071381269527224
195,6.94202197119876
196,6.94202197119876
197,6.94202197119876
198,7.071381269527224
199,7.071381269527224
200,7.128595673579994
201,7.071381269527224
202,6.794863291167399
203,6.94202197119876
204,8.146620286610101
205,7.24766307338703
206,6.94202197119876
207,7.128595673579994
208,7.071381269527224
209,7.071381269527224
210,7.071381269527224
211,7.128595673579994
212,7.071381269527224
213,7.071381269527224
214,7.645799594611146
215,7.128595673579994
216,6.94202197119876
217,7.071381269527224
218,7.071381269527224
219,7.071381269527224
220,7.128595673579994
221,7.071381269527224
222,6.94202197119876
223,7.071381269527224
224,7.071381269527224
225,7.071381269527224
226,7.071381269527224
227,7.213660310831844
228,7.645799594611146
229,6.94202197119876
230,7.213660310831844
231,7.071381269527224
232,6.94202197119876
233,6.794863291167399
234,6.794863291167399
235,7.128595673579994
236,6.794863291167399
237,7.071381269527224
238,8.146620286610101
239,7.128595673579994
240,7.645799594611146
241,7.071381269527224
242,6.794863291167399
243,7.071381269527224
244,7.128595673579994
245,6.94202197119876
246,7.071381269527224
247,7.213660310831844
248,6.94202197119876
249,6.94202197119876
250,6.94202197119876
251,8.146620286610101
252,7.071381269527224
253,6.794863291167399
254,7.071381269527224
255,8.627001166594289
256,7.24766307338703
257,7.645799594611146
258,7.071381269527224
259,7.071381269527224
260,7.128595673579994
261,6.794863291167399
262,8.146620286610101
263,5.466
264,7.071381269527224
265,7.128595673579994
266,7.128595673579994
267,8.146620286610101
268,6.94202197119876
269,7.213660310831844
270,6.94202197119876
271,8.146620286610101
272,8.146620286610101
273,7.071381269527224
274,8.146620286610101
275,7.213660310831844
276,7.128595673579994
277,7.128595673579994
278,7.128595673579994
279,7.128595673579994
280,7.213660310831844
281,7.128595673579994
282,7.071381269527224
283,7.128595673579994
284,7.213660310831844
285,7.213660310831844
286,7.213660310831844
287,7.128595673579994
288,7.071381269527224
289,7.071381269527224
290,7.071381269527224
291,7.071381269527224
292,7.071381269527224
293,7.071381269527224
294,7.213660310831844
295,7.128595673579994
296,6.794863291167399
297,7.213660310831844
298,7.071381269527224
299,7.071381269527224
300,6.94202197119876
301,6.94202197119876
302,7.128595673579994
303,7.071381269527224
304,7.128595673579994
305,6.794863291167399
306,5.466
307,6.94202197119876
308,7.071381269527224
309,7.213660310831844
310,7.071381269527224
311,7.071381269527224
312,7.213660310831844
313,7.071381269527224
314,7.071381269527224
315,6.94202197119876
316,7.128595673579994
317,7.071381269527224
318,7.128595673579994
319,7.071381269527224
320,6.94202197119876
321,7.071381269527224
322,7.645799594611146
323,7.071381269527224
324,7.071381269527224
325,7.213660310831844
326,6.94202197119876
327,7.071381269527224
328,7.128595673579994
329,7.071381269527224
330,6.94202197119876
331,7.645799594611146
332,7.24766307338703
333,7.128595673579994
334,6.94202197119876
335,7.128595673579994
336,7.128595673579994
337,7.128595673579994
338,7.071381269527224
339,7.128595673579994
340,7.213660310831844
341,7.071381269527224
342,7.071381269527224
343,7.128595673579994
344,7.128595673579994
345,7.128595673579994
346,7.128595673579994
347,7.128595673579994
348,8.146620286610101
349,7.071381269527224
350,7.213660310831844
351,7.071381269527224
352,7.071381269527224
353,7.128595673579994
354,7.24766307338703
355,7.071381269527224
356,7.128595673579994
357,7.071381269527224
358,7.071381269527224
359,7.213660310831844
360,7.071381269527224
361,7.645799594611146
362,7.213660310831844
363,7.071381269527224
364,6.794863291167399
365,6.812421226578475
366,7.128595673579994
367,7.645799594611146
368,7.071381269527224
369,7.071381269527224
370,6.94202197119876
371,7.071381269527224
372,6.794863291167399
373,5.466
374,7.128595673579994
375,7.213660310831844
376,6.94202197119876
377,7.128595673579994
378,7.645799594611146
379,6.94202197119876
380,7.128595673579994
381,6.94202197119876
382,7.213660310831844
383,6.94202197119876
384,7.213660310831844
385,7.071381269527224
386,7.071381269527224
387,7.24766307338703
388,7.128595673579994
389,7.645799594611146
390,7.071381269527224
391,8.146620286610101
392,7.071381269527224
393,7.071381269527224
394,7.128595673579994
395,7.071381269527224
396,7.128595673579994
397,7.071381269527224
398,6.94202197119876
399,7.071381269527224
400,7.645799594611146
401,7.128595673579994
402,7.071381269527224
403,6.94202197119876
404,7.213660310831844
405,7.128595673579994
406,7.645799594611146
407,7.071381269527224
408,7.213660310831844
409,6.94202197119876
410,7.071381269527224
411,7.645799594611146
412,7.24766307338703
413,6.94202197119876
414,7.128595673579994
415,7.071381269527224
416,7.128595673579994
417,7.128595673579994
418,7.213660310831844
419,8.146620286610101
420,6.794863291167399
421,7.128595673579994
422,7.071381269527224
423,7.213660310831844
424,6.94202197119876
425,6.794863291167399
426,7.128595673579994
427,7.071381269527224
428,7.128595673579994
429,6.94202197119876
430,7.071381269527224
431,7.071381269527224
432,7.071381269527224
433,7.128595673579994
434,7.071381269527224
435,6.94202197119876
436,7.071381269527224
437,8.627001166594289
438,6.94202197119876
439,7.213660310831844
440,6.794863291167399
441,7.128595673579994
442,7.071381269527224
443,7.071381269527224
444,7.071381269527224
445,7.128595673579994
446,7.128595673579994
447,7.213660310831844
448,6.94202197119876
449,7.645799594611146
450,7.071381269527224
451,8.146620286610101
452,7.071381269527224
453,7.071381269527224
454,6.94202197119876
455,7.213660310831844
456,7.128595673579994
457,7.071381269527224
458,7.213660310831844
459,6.94202197119876
460,7.128595673579994
461,7.24766307338703
462,7.645799594611146
463,7.071381269527224
464,7.071381269527224
465,7.128595673579994
466,5.466
467,7.128595673579994
468,7.071381269527224
469,6.94202197119876
470,6.94202197119876
471,7.128595673579994
472,7.128595673579994
473,7.213660310831844
474,7.213660310831844
475,7.128595673579994
476,7.071381269527224
477,7.128595673579994
478,7.071381269527224
479,7.071381269527224
480,7.128595673579994
481,7.071381269527224
482,7.128595673579994
483,7.128595673579994
484,6.94202197119876
485,7.645799594611146
486,7.213660310831844
487,7.128595673579994
488,7.071381269527224
489,7.071381269527224
490,8.146620286610101
491,7.213660310831844
492,8.146620286610101
493,6.94202197119876
494,7.645799594611146
495,7.071381269527224
496,6.94202197119876
497,7.071381269527224
498,7.071381269527224
499,6.94202197119876
500,7.128595673579994
501,6.94202197119876
502,7.071381269527224
503,7.213660310831844
504,7.213660310831844
505,6.94202197119876
506,7.128595673579994
507,6.94202197119876
508,7.128595673579994
509,7.071381269527224
510,7.071381269527224
511,7.645799594611146
512,7.213660310831844
513,6.94202197119876
514,7.071381269527224
515,7.128595673579994
516,7.128595673579994
517,7.128595673579994
518,6.94202197119876
519,7.213660310831844
520,7.128595673579994
521,7.645799594611146
522,7.071381269527224
523,7.128595673579994
524,7.128595673579994
525,8.146620286610101
526,7.128595673579994
527,8.858849327931186
528,7.128595673579994
529,7.213660310831844
530,6.794863291167399
531,7.128595673579994
532,7.213660310831844
533,6.94202197119876
534,7.24766307338703
535,7.645799594611146
536,7.213660310831844
537,7.128595673579994
538,7.128595673579994
539,7.071381269527224
540,7.071381269527224
541,7.128595673579994
542,6.94202197119876
543,7.071381269527224
544,7.213660310831844
545,7.071381269527224
546,7.071381269527224
547,7.213660310831844
548,7.128595673579994
549,7.071381269527224
550,7.128595673579994
551,7.071381269527224
552,6.94202197119876
553,7.071381269527224
554,7.213660310831844
555,7.128595673579994
556,7.071381269527224
557,7.128595673579994
558,7.128595673579994
559,6.94202197119876
560,7.071381269527224
561,8.146620286610101
562,6.94202197119876
563,7.071381269527224
564,7.128595673579994
565,7.071381269527224
566,7.213660310831844
567,7.128595673579994
568,6.94202197119876
569,7.128595673579994
570,8.146620286610101
571,7.128595673579994
572,7.213660310831844
573,7.071381269527224
574,6.794863291167399
575,8.858849327931186
576,6.94202197119876
577,7.213660310831844
578,6.794863291167399
579,7.071381269527224
580,8.146620286610101
581,6.94202197119876
582,7.213660310831844
583,7.213660310831844
584,7.213660310831844
585,7.071381269527224
586,6.794863291167399
587,7.128595673579994
588,7.645799594611146
589,7.128595673579994
590,6.794863291167399
591,7.213660310831844
592,6.94202197119876
593,7.071381269527224
594,7.128595673579994
595,6.94202197119876
596,7.128595673579994
597,7.128595673579994
598,8.146620286610101
599,7.071381269527224
600,6.94202197119876
601,7.071381269527224
602,6.94202197119876
603,7.128595673579994
604,7.128595673579994
605,7.071381269527224
606,7.128595673579994
607,7.128595673579994
608,7.645799594611146
609,7.071381269527224
610,6.94202197119876
611,7.128595673579994
612,6.794863291167399
613,7.071381269527224
614,7.213660310831844
615,6.94202197119876
616,6.94202197119876
617,7.128595673579994
618,7.071381269527224
619,7.071381269527224
620,6.94202197119876
621,7.24766307338703
622,7.213660310831844
623,7.128595673579994
624,6.94202197119876
625,6.94202197119876
626,6.94202197119876
627,6.94202197119876
628,7.071381269527224
629,7.071381269527224
630,6.794863291167399
631,6.94202197119876
632,7.071381269527224
633,6.812421226578475
634,7.128595673579994
635,7.071381269527224
636,6.94202197119876
