Id,Predicted_Rating
0,-2626567078.282309
1,1055428416.2454028
2,2896426163.164252
3,-1521968430.1963005
4,-49170232.399857186
5,-3731165726.9525647
6,2160027064.4162283
7,2896426163.3106804
8,2528226613.7728143
9,-2994766628.0616994
10,2160027064.3191466
11,2528226613.7142115
12,1791827515.1926258
13,1055428416.0198114
14,3632825262.31444
15,687228866.5480684
16,3264625712.579069
17,1423627965.3720844
18,-417369781.9763118
19,-1521968430.2006326
20,3264625712.6234875
21,2896426164.145484
22,2160027064.32839
23,1055428417.0633217
24,-1521968430.2920363
25,1791827514.7858307
26,2896426163.281846
27,1791827515.575567
28,-49170232.23417865
29,3632825262.230149
30,319029316.9485933
31,-2258367529.1164937
32,1791827515.1135037
33,-8149560320.434196
34,-417369781.830757
35,2528226614.0949006
36,2160027064.220583
37,1791827514.7420347
38,1791827515.0471258
39,2160027064.3419952
40,1055428415.9798126
41,1055428415.9189205
42,-417369781.96139634
43,-2626567078.6083274
44,1055428416.0266277
45,1055428415.9903584
46,319029316.9378492
47,-785569331.3535426
48,1791827514.848111
49,-2994766628.090752
50,1055428415.8410625
51,2896426163.438624
52,687228866.9958345
53,-1890167979.6403031
54,2160027064.6337247
55,-2994766627.869798
56,2896426163.130961
57,-49170232.44510115
58,-785569331.1555943
59,-785569331.2378962
60,-4099365276.5054245
61,-49170232.42006243
62,-785569330.9508214
63,1055428416.074358
64,3632825262.0341625
65,-785569331.1131805
66,-1153768880.7601213
67,1791827514.796672
68,2160027064.433828
69,2528226613.7537394
70,1423627965.2927675
71,687228866.3713465
72,-1890167979.4703069
73,1055428415.8553867
74,1055428415.8410625
75,-8885959419.185066
76,687228866.5860752
77,687228866.7878562
78,319029317.05658394
79,3632825262.07509
80,1055428416.0258712
81,4001024811.646957
82,1423627965.7601967
83,1423627965.461823
84,-2626567077.9839706
85,-2626567078.514674
86,2160027064.4599886
87,2528226613.775117
88,-785569331.176013
89,1423627965.7834303
90,319029317.1848628
91,2896426163.1551766
92,2160027064.734679
93,-1521968429.4857664
94,319029316.97947985
95,-49170232.36302145
96,3632825262.0028515
97,1423627965.6954703
98,-1153768880.7835288
99,-1153768880.8807476
100,1055428416.0032434
101,-49170231.98637462
102,-2626567078.2794337
103,-1153768880.6939254
104,1791827514.9441233
105,-2258367528.9696484
106,687228866.5285063
107,-785569330.907361
108,-4099365276.5373
109,3264625712.6269817
110,1423627966.3659148
111,-1521968429.6532795
112,319029316.9648754
113,1791827515.154252
114,-2994766628.041687
115,-3362966177.5055413
116,3632825262.2723026
117,1423627965.496649
118,4001024813.3469934
119,3264625712.5754986
120,-49170232.4855131
121,1423627965.499482
122,687228866.4512568
123,-1521968430.222174
124,2896426163.196131
125,2528226613.6613245
126,-4835764373.634611
127,-49170232.324910596
128,-1521968429.1475155
129,-1521968430.1770217
130,3632825262.147954
131,2160027064.251867
132,1423627965.5252883
133,3632825262.1554956
134,-49170232.425289325
135,1055428416.3695233
136,1791827514.9986875
137,-2626567078.7027707
138,-2626567078.574932
139,1055428415.9195461
140,2160027064.5046163
141,1423627965.2999315
142,1423627965.517431
143,-1153768880.3700113
144,1055428416.0838695
145,-2626567078.6184883
146,1055428416.3380647
147,319029317.0371067
148,2160027064.269674
149,1791827514.8758137
150,2528226613.7650614
151,-4835764374.830922
152,1055428416.0716863
153,687228866.6084856
154,319029317.07325673
155,2160027064.381299
156,1791827515.9484422
157,-1521968430.0987105
158,-2258367528.871997
159,-49170232.38202925
160,687228866.5811988
161,3632825262.1295333
162,319029316.9557559
163,-1890167979.78437
164,-1153768880.7403388
165,-2994766627.7246532
166,-49170232.122733735
167,1055428416.0048083
168,319029316.9991395
169,1791827515.1230137
170,-1153768880.7608664
171,-1521968430.006569
172,1423627965.4817579
173,-1153768880.7820992
174,1423627965.5330503
175,-49170232.36164454
176,3632825262.0786757
177,1791827514.854182
178,687228866.5901374
179,-8517759869.671668
180,-2626567078.54839
181,-49170232.40246142
182,1423627965.6049747
183,-4835764375.306609
184,-3362966177.521407
185,1423627965.496288
186,1055428416.1138604
187,-1521968430.1711433
188,-785569330.1728488
189,-1153768880.7084196
190,319029317.3997618
191,319029316.99307317
192,-1521968430.067622
193,2160027064.388166
194,-2994766628.066304
195,4001024811.761691
196,1055428415.9710531
197,3264625712.619917
198,687228866.6092988
199,-3731165726.872401
200,1791827515.0284693
201,-2994766628.023278
202,4001024811.526034
203,687228868.2573302
204,-785569330.7396255
205,3632825262.0988326
206,1791827514.8324225
207,1791827514.8011353
208,2160027064.244703
209,2528226613.7071466
210,1791827514.8725998
211,2528226613.7035685
212,-785569331.335518
213,-1153768880.1907558
214,1791827514.977223
215,319029317.07481325
216,2160027064.251867
217,-3362966177.46535
218,-785569331.1841953
219,-2626567078.56123
220,1791827515.1708996
221,1423627965.4642165
222,2896426163.1588693
223,1055428415.8615322
224,1791827514.810901
225,-49170232.32944744
226,2896426163.1634927
227,-49170231.96422647
228,1423627965.4447289
229,-417369781.5554405
230,-1521968430.196396
231,3632825262.019743
232,2160027064.4754105
233,2160027064.380019
234,319029317.2410946
235,3264625713.012293
236,-785569331.3498422
237,-417369780.9731229
238,-1521968430.0970025
239,-2258367528.68002
240,-3362966177.520641
241,-1153768880.7212043
242,3264625712.846504
243,-1890167979.7405772
244,2896426163.385553
245,-3731165727.070393
246,319029316.9593374
247,3264625712.582655
248,2528226613.695512
249,3264625712.7750134
250,2160027065.2581944
251,-1153768880.7161372
252,-3731165726.995098
253,1055428415.9854832
254,1791827516.6046858
255,-417369781.20427895
256,1055428416.4055796
257,3632825262.3986154
258,319029317.3507338
259,2160027064.2532215
260,319029316.9220299
261,319029318.88759583
262,-785569330.9772995
263,-2994766628.1044517
264,-2258367529.072879
265,-785569331.2498704
266,-4099365275.705681
267,3632825262.497939
268,319029317.0567085
269,1423627965.5322752
270,3264625713.5825787
271,-417369781.01653486
272,1791827514.789409
273,-1153768879.5581167
274,687228866.6650046
275,1423627965.5557725
276,-4099365276.3997116
277,-3731165726.7947707
278,-5203963924.812001
279,-2626567078.6208158
280,319029317.08079547
281,-49170232.08773391
282,1791827514.9923022
283,-1890167979.7276225
284,-785569331.3076153
285,1791827514.9124248
286,2528226614.0069
287,1055428415.9588337
288,-1153768880.679399
289,-1153768880.7290766
290,1423627965.4356933
291,-417369781.9108502
292,2528226613.966738
293,319029317.09409994
294,-2626567078.551597
295,-2626567078.5166373
296,1055428415.8374805
297,1791827514.9558856
298,-3731165726.784258
299,3632825262.1359878
300,1055428415.8445377
301,1055428415.9376507
302,-1521968430.058771
303,1055428416.0146375
304,-417369781.8184425
305,3632825262.7390356
306,2528226613.695512
307,319029317.1035711
308,687228866.6382747
309,-785569331.3873943
310,-1521968430.2819111
311,-1521968430.2462769
312,-1521968430.1297705
313,1423627965.425463
314,1423627965.5061898
315,1791827514.890712
316,3264625712.809807
317,1423627965.487657
318,-49170232.352250196
319,2160027064.3900495
320,-785569331.3820666
321,-5203963924.381044
322,1423627965.5988033
323,-417369781.9000138
324,1791827514.8445592
325,-785569331.3559812
326,687228866.3990774
327,-417369781.89949524
328,3264625712.6103005
329,319029316.93652314
330,-3731165726.380453
331,3264625713.178142
332,1423627965.5230315
333,319029317.0509936
334,-785569331.219138
335,-1153768880.7238412
336,-417369781.774904
337,1791827514.789409
338,1055428416.0767281
339,-1153768880.7133927
340,-3731165727.053059
341,1423627965.4526978
342,2160027064.440118
343,-1521968430.245786
344,1423627965.6446657
345,1055428416.0683341
346,-1153768880.699407
347,-417369781.0619986
348,2160027064.224161
349,1791827514.8795395
350,687228866.3990774
351,1055428415.8716717
352,-785569331.2226487
353,-2626567078.162664
354,-1153768880.612147
355,1791827515.1349545
356,1055428416.1296349
357,1791827514.7828476
358,-1521968430.2717729
359,-1521968430.2400827
360,319029317.42357874
361,-1890167979.7092383
362,2528226613.883021
363,1055428416.0499521
364,-2258367528.60393
365,-1153768880.5494921
366,3632825262.543944
367,1055428415.9905123
368,-2994766628.074136
369,-785569331.3154489
370,1055428416.2233679
371,-49170232.10945005
372,-1153768880.4347076
373,1791827514.9453309
374,2160027064.3561044
375,319029316.9395005
376,1055428416.1171355
377,-4835764374.952046
378,1791827514.7479584
379,-785569331.216342
380,-1153768880.811564
381,319029316.9450118
382,319029317.0628285
383,1791827514.8274567
384,1055428415.9006062
385,2160027064.38795
386,-2626567077.935143
387,4001024811.651409
388,-2258367528.6627183
389,-1153768880.8735912
390,2528226614.9685936
391,2528226613.871434
392,1423627965.5459404
393,-2994766627.9398575
394,687228866.5795623
395,1791827514.9355817
396,2160027064.2963142
397,3264625712.7585645
398,3632825262.085939
399,2160027064.6668715
400,319029317.12735337
401,-1153768880.5978658
402,-785569331.3971293
403,1791827514.8931932
404,687228866.8965237
405,-49170231.918655366
406,1055428416.3303324
407,1055428416.0251851
408,-8885959419.384058
409,2528226613.7865534
410,-7044961671.444349
411,-2258367528.698466
412,-785569331.2694035
413,1423627965.5839264
414,687228866.4062395
415,687228866.8736321
416,-2258367528.9113255
417,1055428416.008359
418,687228867.4143708
419,-2626567078.6051455
420,-1153768880.6220806
421,-1890167979.6319711
422,2160027064.353495
423,3632825262.281194
424,-1890167979.6439118
425,-1890167979.7058904
426,-785569331.3104478
427,-3362966177.5295744
428,3264625712.6518254
429,-49170232.39371718
430,687228866.4135046
431,-1890167979.6509204
432,1423627965.5808709
433,1791827514.8953605
434,-785569331.3643534
435,2160027064.4475746
436,2528226615.5877438
437,3264625712.795989
438,1055428416.0281934
439,-3731165726.8851757
440,1423627965.469538
441,-49170232.331081584
442,687228866.6697297
443,-2626567078.536479
444,-2994766628.019051
445,1055428416.2042191
446,-1521968430.2303307
447,1423627965.5179605
448,-2994766627.5591865
449,-2258367529.155408
450,687228868.3192624
451,1791827514.8329957
452,-49170232.3788204
453,4001024811.5482965
454,-49170232.48401011
455,687228866.5120382
456,-2994766627.8577375
457,-417369781.7106482
458,-1521968430.2474897
459,-417369781.7187625
460,687228867.1902112
461,-1521968429.8234372
462,-3731165727.017033
463,-1890167979.5590923
464,1055428415.9064388
465,2160027064.743451
466,687228866.4404097
467,2160027064.3816595
468,-1153768880.7745104
469,1423627965.534821
470,-417369781.855882
471,1055428416.0070871
472,319029317.06172085
473,2896426163.400321
474,-2994766628.0628276
475,-3731165727.102406
476,-7413161221.563335
477,-2626567078.65843
478,2896426163.23469
479,-1890167979.7117162
480,1423627965.34863
481,319029317.21090764
482,-2258367528.9738703
483,-785569331.1430316
484,-1521968429.5958352
485,-2258367529.023803
486,1055428415.9908733
487,319029316.9546339
488,-3731165727.056065
489,-2626567077.3099504
490,-417369781.7326394
491,-1153768879.43507
492,4001024811.4932427
493,-417369781.3753861
494,687228866.4026594
495,319029317.0397713
496,-2626567078.490367
497,2160027064.248281
498,-785569331.1853148
499,1791827515.280547
500,1791827514.774196
501,1791827514.7900116
502,-1153768880.7784553
503,319029317.08055574
504,2896426163.2002482
505,687228866.9396789
506,4001024811.579405
507,319029317.0521442
508,-2626567078.714947
509,687228866.4026594
510,-9254158968.49613
511,1791827514.8059723
512,-49170232.479390696
513,-2994766627.9865136
514,2160027064.2641697
515,319029317.3364731
516,319029316.9661263
517,-8885959419.329233
518,1055428415.8774815
519,-1153768880.7347152
520,1791827515.4433534
521,3632825262.082353
522,1055428416.1501604
523,-3362966177.4573436
524,687228867.2735125
525,687228866.5012941
526,1055428417.8349006
527,-3362966177.454173
528,2896426163.185389
529,-3362966177.5336185
530,-1153768880.6587958
531,1055428416.006733
532,-2626567078.6363816
533,1055428416.4421738
534,1423627966.055984
535,1423627965.2686248
536,-785569331.1118001
537,1055428416.1114899
538,-49170232.39874403
539,687228866.4171877
540,-1890167979.5903356
541,-2258367529.322188
542,1791827514.9277914
543,-417369781.78282815
544,-4467564825.951872
545,2528226613.7167063
546,-417369781.8203857
547,1423627965.7922833
548,-417369781.6347149
549,2160027064.577205
550,-2994766627.8714647
551,3264625712.7569156
552,1423627965.4364808
553,687228866.831824
554,2160027064.4213514
555,1423627965.5480785
556,-2626567078.6293774
557,2160027064.596636
558,-1153768880.7884226
559,1423627965.5692616
560,1791827515.944505
561,1791827515.0419967
562,319029317.1295646
563,2528226613.8011866
564,-1890167979.5195756
565,1791827514.7552216
566,1423627965.7893276
567,-1153768880.795552
568,1791827515.1991544
569,-1890167978.738225
570,2160027064.508741
571,-1521968430.3138258
572,-49170232.334923886
573,1791827515.020647
574,-49170230.83469861
575,1791827514.9594688
576,1055428415.9350145
577,1423627965.3895311
578,1791827514.9445767
579,-1521968429.46876
580,319029317.1131793
581,2160027064.2140937
582,1423627965.4297354
583,-417369781.8734785
584,-2994766627.9731903
585,2896426163.56055
586,-417369781.71033305
587,-5572163473.932859
588,-3362966177.3654737
589,1791827514.872493
590,1055428415.8374805
591,-49170232.41145895
592,687228866.4569902
593,-417369781.7240961
594,687228866.7306296
595,1423627965.3508806
596,-3731165726.9284325
597,3632825263.186364
598,687228866.438981
599,-1521968430.2731743
600,319029317.2890958
601,2528226613.73491
602,-2626567078.4528913
603,-2258367529.119501
604,1423627965.3269587
605,2896426163.189173
606,687228866.7944727
607,-2994766627.420213
608,2896426163.198649
609,319029316.93652314
610,-2626567078.5948415
611,-49170232.28253925
612,1423627965.525905
613,1055428415.9561342
614,319029316.94726723
615,687228866.6847272
616,-1153768880.718656
617,4001024811.5412316
618,1791827514.789409
619,319029317.0382528
620,-785569330.9156035
621,-2994766627.9996824
622,2160027064.4565315
623,319029317.12100077
624,4001024811.7121387
625,-49170232.111083895
626,1423627965.779558
627,-417369781.7262279
628,687228866.5056584
629,-417369781.8370805
630,3264625712.6327953
631,2528226613.95636
632,-3362966177.1764708
633,-2994766628.070236
634,-2626567078.6690793
635,2528226614.085981
636,2160027064.3465858
637,1055428416.3714883
638,-3731165727.0195355
639,-1521968430.173415
640,687228866.6148324
641,319029317.070379
642,1791827514.9069982
643,1423627965.3070917
644,-1153768880.8756664
645,-49170232.36798103
646,-2994766627.8079796
647,-2994766628.0557747
648,2160027064.460386
649,-417369781.7461691
650,-2994766628.124574
651,3632825262.07509
652,2160027064.303538
653,1423627965.4714758
654,-1153768880.7909813
655,-49170232.322331585
656,-3362966177.288184
657,2528226613.7867365
658,1791827514.8723938
659,2160027064.4118466
660,-3362966177.5336185
661,1423627965.2576804
662,1791827514.945824
663,687228866.5875055
664,1055428416.0592684
665,1791827514.8097641
666,1055428415.936636
667,2528226613.8304696
668,1423627965.5283554
669,-2626567077.798733
670,4001024811.8375144
671,-2626567078.4199233
672,-1153768880.043748
673,2160027064.416552
674,1423627965.485068
675,-417369781.6691306
676,-3362966177.3582964
677,1055428415.9099178
678,-4099365276.4580917
679,1055428415.8615322
680,319029316.95453185
681,1423627965.346418
682,1055428416.4866099
683,-1153768880.3602877
684,687228866.980118
685,1055428415.8883305
686,-2994766626.6049237
687,1055428416.076035
688,319029317.16427064
689,319029317.0813208
690,3632825262.1131454
691,1055428416.0536395
692,1055428415.962206
693,1423627965.553885
694,-1890167979.5802736
695,1791827514.9785612
696,-3731165726.948994
697,1791827514.9163198
698,1423627965.4888182
699,687228866.6132658
700,1423627965.7846107
701,2528226613.7106333
702,3264625712.784586
703,4001024811.63914
704,-3731165726.9889374
705,-1153768880.5656118
706,-417369781.8325108
707,1055428416.0408076
708,1423627965.4119685
709,1055428415.8484249
710,-417369781.73829806
711,1791827514.917659
712,1055428416.7564918
713,1423627965.3269587
714,687228866.4062395
715,1791827515.1247132
716,687228866.7548661
717,-1890167979.6114557
718,2528226613.8945203
719,1423627965.5701914
720,2528226613.790395
721,-49170232.14322857
722,2896426163.201655
723,687228866.4386759
724,1791827515.1193337
725,-2994766628.0348887
726,-2626567078.7391934
727,687228866.6258203
728,2528226613.658979
729,1791827514.965586
730,-1521968429.571149
731,1055428415.9635004
732,-49170232.12028435
733,-2626567078.583203
734,687228866.7601088
735,687228866.9255642
736,1791827515.4562905
737,1055428416.035317
738,1791827514.8423734
739,2160027064.3137717
740,-1153768880.499437
741,-7781360769.318619
742,-1153768880.694905
743,3264625713.05701
744,1423627965.4116077
745,-417369781.2591228
746,2160027064.438857
747,1055428415.8810495
748,2160027064.5544076
749,1423627965.3399324
750,-1890167979.0119824
751,1055428416.0388783
752,-8149560320.392165
753,-8149560320.404155
754,687228866.5330172
755,3632825261.995695
756,-785569331.1102228
757,-49170232.3534794
758,1423627965.655066
759,2528226615.615442
760,1055428415.8615322
761,1791827514.7587998
762,-785569331.337804
763,1791827514.811107
764,-1890167979.6502876
765,-49170232.51453855
766,1423627965.638739
767,-49170232.497277625
768,-1521968430.038619
769,-785569331.2940215
770,3632825262.627713
771,-4835764375.464568
772,-2994766628.1102448
773,-3547065951.934878
774,-1153768880.723241
775,1423627965.562918
776,2160027064.2684226
777,-1153768880.8285263
778,1055428415.8520069
779,1791827515.0011766
780,2528226613.6919336
781,687228866.5442705
782,1423627965.3705416
783,-2258367529.111821
784,2528226613.6963053
785,687228866.6246521
786,2528226613.7214746
787,-49170231.85382202
788,-3362966177.480386
789,319029317.05057245
790,-1890167978.8868933
791,2160027064.697612
792,-1890167979.5053484
793,1055428415.921526
794,319029317.1984518
795,-2258367528.9054036
796,1423627965.5656703
797,1423627965.6581728
798,-1521968430.2001402
799,-8885959419.39305
800,-417369781.950349
801,1791827514.8302364
802,319029317.16316617
803,-8517759869.920401
804,1423627965.546214
805,1055428415.8620707
806,319029316.9473693
807,1055428415.9957116
808,3264625712.7157435
809,-1890167979.6768057
810,1055428416.0433973
811,-4467564825.977842
812,319029317.18469185
813,1423627965.8484788
814,1423627965.5778847
815,-49170232.27663117
816,2160027064.3656335
817,2160027064.415427
818,2896426163.159907
819,-4099365276.370964
820,319029317.4365244
821,-49170232.40216348
822,-1153768880.6322796
823,319029316.9640843
824,1791827514.8131363
825,319029317.1231699
826,1791827514.9159653
827,-2994766627.901995
828,1423627965.6721373
829,-49170232.45759733
830,1423627965.3556108
831,319029317.0911587
832,2896426163.1779575
833,687228868.0131605
834,-785569331.391447
835,-2258367529.0000834
836,-3731165727.084294
837,1055428416.1175733
838,1791827516.7512004
839,-2994766627.4775634
840,1055428415.9563364
841,-4835764374.412362
842,-1521968430.1964748
843,319029317.255196
844,-1153768880.7983818
845,-2626567078.042741
846,-785569331.3036991
847,-1153768880.0426447
848,-417369781.7645294
849,-1521968430.14492
850,-2626567078.5544496
851,2528226613.9588323
852,2528226615.401093
853,687228866.6308494
854,-1153768880.6212783
855,3264625712.70745
856,2160027064.2751822
857,-49170232.366779424
858,2160027064.29022
859,2528226613.7507334
860,1055428416.0677824
861,687228866.647269
862,1055428416.0312274
863,1055428415.9528942
864,687228866.7302303
865,2528226613.6685004
866,-1153768880.706837
867,687228866.5960952
868,-1153768880.722905
869,3264625712.623396
870,1791827515.5241735
871,-3362966177.377844
872,1791827514.9303517
873,1055428415.9295788
874,-1153768880.7328885
875,-1153768880.7868247
876,1055428415.9159158
877,-417369781.91753966
878,1423627965.4732
879,2160027064.2833776
880,1055428415.897693
881,3264625712.634549
882,-1153768880.29447
883,-2626567078.561653
884,3632825262.1136103
885,1055428416.0276532
886,1423627965.534351
887,-1521968430.1775823
888,2160027064.6271286
889,4001024811.5412316
890,-1521968430.0349193
891,687228866.4750986
892,-1153768880.7283156
893,2528226613.911527
894,-49170232.391479895
895,-2626567078.6049967
896,1423627966.3862674
897,-2626567078.625012
898,319029316.94378775
899,-1153768880.6538177
900,-5203963924.887929
901,-49170232.21661725
902,319029317.1259286
903,1055428416.0808413
904,3632825262.96784
905,-1890167979.6021864
906,2528226613.7034693
907,687228866.5738641
908,-1521968430.135442
909,-2258367528.8588386
910,-785569330.3872148
911,1055428415.9779238
912,1791827514.8537588
913,1791827514.863133
914,-4099365276.5001907
915,2528226613.7829676
916,-3731165727.0345263
917,-49170232.485395215
918,-49170232.37869813
919,1055428416.0191009
920,-3731165727.0099716
921,1055428415.8627491
922,1423627965.3269587
923,-1153768880.360017
924,2160027064.5182943
925,-2258367529.0935073
926,3632825262.1147933
927,319029317.0160257
928,-4099365276.4916306
929,-1890167979.6462042
930,687228866.8690248
931,2160027064.248281
932,2160027064.474438
933,2160027064.244703
934,1423627965.517319
935,1055428416.0290947
936,-8885959419.340569
937,687228866.6402842
938,-49170232.25862608
939,1423627965.4716423
940,1055428415.9708666
941,687228866.959074
942,319029317.0608973
943,2528226614.0525417
944,-3362966177.4879713
945,687228866.6114066
946,3264625712.8407197
947,1791827514.7929947
948,-417369781.820818
949,2160027065.052277
950,-3362966177.5615416
951,2160027064.3477836
952,1423627965.473897
953,687228866.4093027
954,1055428416.5740963
955,319029317.00548476
956,1791827514.8812451
957,1423627965.3232737
958,2896426163.116633
959,2528226613.672166
960,1423627965.318902
961,2528226614.9716115
962,687228866.5232944
963,-785569329.4998009
964,1055428416.2503401
965,2160027064.3472815
966,-1153768880.7316034
967,2160027064.2496433
968,-2258367529.068636
969,1791827514.9956334
970,1791827514.8365815
