Id,Predicted_Rating
0,7.287048593950243
1,7.270002513816717
2,6.91641735858198
3,7.009631214726027
4,6.98815985635529
5,6.980193937773753
6,7.077354715854032
7,7.062823688360531
8,6.9795198491946575
9,6.962181576475995
10,6.980284219166214
11,6.920820653055768
12,7.308162169273948
13,7.044396444216773
14,7.157665746390338
15,7.027131781261967
16,6.876777752761239
17,6.942125629757598
18,6.866200157389467
19,7.005287228813717
20,6.921142026893984
21,7.8975677811228415
22,6.989463629192493
23,8.087758646891459
24,6.9139272057050105
25,6.9014003666007815
26,7.033993455100126
27,7.691144328728512
28,7.153824087201001
29,7.073391931178942
30,6.88214193187042
31,6.998379181512505
32,7.22909288191919
33,6.95242092318485
34,7.011775920499571
35,7.3015176748426125
36,6.8816861618693475
37,6.85765535332867
38,7.16269688430979
39,7.003163392200493
40,7.004413094100569
41,6.943436672737697
42,6.8811028975391775
43,6.961052756274101
44,7.051253959948174
45,7.014889141041783
46,6.871398767357403
47,6.943458380383294
48,6.963648968845413
49,6.933122966320059
50,6.865649127085042
51,7.190732249169331
52,7.47489320976377
53,7.020086084973718
54,7.294877393858479
55,7.154056626577135
56,6.883131084871452
57,6.942928886591195
58,7.141335375094541
59,7.059072126963419
60,6.88188372386226
61,6.967978019936598
62,7.346132850400364
63,7.098977027484474
64,6.877348990999971
65,7.183733462674132
66,6.991374253800485
67,6.912246073977438
68,7.0949050417375625
69,6.960351535516619
70,6.862876849812502
71,6.850413587305582
72,7.190075244846651
73,6.879973346435732
74,6.865649127085042
75,7.110569765179834
76,7.065097906651888
77,7.266861295088864
78,6.990146412881298
79,6.918267206757804
80,7.050476438989764
81,7.035642923102484
82,7.330234951147552
83,7.031966034970281
84,7.58534116204169
85,7.054699388937642
86,7.121067950889363
87,6.981735321679014
88,7.1209512823579235
89,7.353464418521682
90,7.118389008293159
91,6.907305211270209
92,7.395771606487227
93,7.720132033349762
94,6.913039962357801
95,7.024943268984558
96,6.846078700959142
97,7.2655884549145355
98,6.967961074397011
99,6.870682965572687
100,7.027867835790935
101,7.4016235581135605
102,7.28990290599054
103,7.057526715207552
104,7.059718389082272
105,7.1452129468280265
106,7.007497053705226
107,7.389585267541534
108,6.849954471734218
109,6.924620538868017
110,7.935949568667852
111,7.552594558578296
112,6.898370342067534
113,7.2698103966467675
114,6.982119121494934
115,6.972773443567466
116,7.115500175961112
117,7.0667154617821515
118,8.5
119,6.873196697923566
120,6.902511854740404
121,7.069535300290153
122,6.930324765234408
123,6.98376720672289
124,6.948307871995031
125,6.86799808795563
126,8.5
127,7.063102862614114
128,8.058341330165618
129,7.028906032796394
130,6.991156057660268
131,6.91295230867893
132,7.095424549490402
133,6.99866488928985
134,6.962749246229292
135,7.394107066462275
136,7.1142269843380666
137,6.866634899582954
138,6.99447542334016
139,6.94408838719745
140,7.165696520025271
141,6.870038959487847
142,7.087481333813362
143,7.381434370157487
144,7.108395152688653
145,6.9508852355488795
146,7.362579773431762
147,6.9706065564503685
148,6.930755040003653
149,6.991348992101592
150,6.971673220828657
151,7.4653073536276775
152,7.096209114885423
153,7.0875631334816545
154,7.006826327413911
155,7.042470768091031
156,8.06392597409053
157,7.107211524644465
158,7.242869567971951
159,7.005972428344337
160,7.060241109362762
161,6.972700829368366
162,6.889304041545765
163,6.8760224343904905
164,7.011141683754991
165,7.299186842949452
166,7.265217618428957
167,7.029437933050664
168,6.9326868710523915
169,7.2386007205765255
170,6.990607176628193
171,7.1993541355324995
172,7.051916261506734
173,6.969396461683125
174,7.103191969424048
175,7.026397498187209
176,6.921848261595476
177,6.969732883577313
178,7.0691827066644795
179,7.169459312845185
180,7.020994405630249
181,6.985575665534041
182,7.175036442492739
183,6.989602004708592
184,6.956936429581971
185,7.066445566584703
186,7.138408395510655
187,7.034776263301909
188,8.124017618783459
189,7.043062979134724
190,7.333258556368296
191,6.926615996494264
192,7.1382939308441165
193,7.04923747823776
194,6.957562486970416
195,7.150426264890186
196,6.995660619067307
197,6.917560972056311
198,7.088328410503103
199,7.060414219665618
200,7.144049895685353
201,7.000584315090794
202,6.914711322958963
203,8.5
204,7.557250964753492
205,6.942045517404473
206,6.948048454169228
207,6.916676681374684
208,6.905790199003586
209,6.913761086244062
210,6.988166025614034
211,6.91018003140639
212,6.961428285534186
213,7.560678785025872
214,7.092796708938269
215,7.008387671948778
216,6.91295230867893
217,7.0129245802870175
218,7.112769115383246
219,7.008097825787412
220,7.286478833646828
221,7.034359129231831
222,6.9109888089715215
223,6.8860737097492155
224,6.9264677504644885
225,7.058556654912986
226,6.9156682070014215
227,7.423766150820226
228,7.014786059750443
229,7.287055829499569
230,7.009545728796055
231,6.862922228785643
232,7.1365174893983525
233,7.041192953305371
234,7.174620728660735
235,7.309945576765293
236,6.947104066183497
237,7.8692955312108115
238,7.1089115226416375
239,7.4348330244409535
240,6.957676865446696
241,7.030264873686643
242,7.144167486495624
243,6.919815435351674
244,7.137656577677596
245,6.862392563202306
246,6.892885096383437
247,6.880358807598911
248,6.9021317723411055
249,7.072669746099449
250,7.919200548480402
251,7.035324880720798
252,6.937715738340468
253,7.010011904912063
254,8.5
255,7.638160187425375
256,7.430107597544165
257,7.241774648520293
258,7.284239203971202
259,6.914325826862957
260,6.855438354080402
261,8.5
262,7.319660034860182
263,6.9193960392249325
264,7.041984146143828
265,7.0471353398044485
266,7.68154674254604
267,7.34107963086778
268,6.990287723999054
269,7.10239984558496
270,7.880190907354986
271,7.825880519682988
272,6.904981421438454
273,8.193247137453668
274,7.1440784371532535
275,7.125826228129837
276,6.987535962137544
277,7.138034906676387
278,6.938658459416048
279,6.948588989394862
280,7.014297014547913
281,7.300267901832594
282,7.10789091127355
283,6.932813984654961
284,6.989446867993554
285,7.0280555126466
286,7.213501561769785
287,6.983377447548206
288,7.072056020285521
289,7.022373413325657
290,7.005752005785964
291,6.931671386536292
292,7.173366796125884
293,7.02767901617051
294,7.0177878659324255
295,7.052743575064384
296,6.862068072247371
297,7.0714550773280465
298,7.148540322294089
299,6.979145138998234
300,6.869127639059076
301,6.96219874711309
302,7.147140640999001
303,7.03921194085325
304,7.024034652735063
305,7.582160421433614
306,6.9021317723411055
307,7.037057614419297
308,7.117370520463253
309,6.90962390242854
310,6.924000182027199
311,6.959682558565617
312,7.076167072708683
313,6.995497885052476
314,7.076241711915463
315,7.0062763855296755
316,7.107458831229891
317,7.057809318483918
318,7.035759546901514
319,7.051160746033307
