id,Prediction
1,7.084264015844816
2,6.9820028014703155
3,7.022841624142759
4,7.092686211044109
5,7.016350507425329
6,7.084554445872399
7,7.053636860014501
8,7.027065928960045
9,6.9675646163417975
10,7.019125056109781
11,7.1083357415918975
12,7.038748936867986
13,7.115928326871314
14,7.07276101092461
15,7.050007123580843
16,7.100626903732481
17,6.967432905198046
18,7.0946673717562
19,6.993897427426857
20,7.003616532050904
21,7.052502407854577
22,7.657822112458889
23,7.0787055104381915
24,8.321894488563764
25,7.032202487487934
26,7.043227449223632
27,7.043352963329653
28,8.119575443028497
29,7.113002352643695
30,6.981968762375884
31,6.994823456541337
32,7.096083168337131
33,7.092888659817316
34,6.925212348970298
35,7.008873382658409
36,7.029542491315867
37,7.057510726685666
38,7.012006731782627
39,7.149217172878982
40,6.976959233942293
41,7.013378676431023
42,7.1030564790837
43,6.983854590176282
44,7.005138125205944
45,6.993765613365371
46,7.021158924834301
47,6.995412148143721
48,7.0230369490272295
49,7.062377365110194
50,6.9823752226913545
51,6.977349606505077
52,7.151858774675716
53,7.108310134570829
54,7.014261866320874
55,7.046612258739485
56,7.030454890916976
57,6.965994733784964
58,7.0509467731116215
59,7.143493837548659
60,7.080181896070668
61,7.05648101729585
62,7.004048566924079
63,7.590117736525848
64,7.056763741098761
65,7.028198582488538
66,7.123527393291255
67,7.041896745386083
68,7.052146278569183
69,7.043470581793923
70,7.09922174896696
71,6.98053195108619
72,6.970011284863185
73,7.010737506435319
74,6.981401347874702
75,6.976658057328887
76,6.922106409093487
77,7.118973150882844
78,7.13481567835124
79,6.9822072047218295
80,7.044318364989074
81,7.0284797073641805
82,7.0827940056121665
83,7.599426274941612
84,6.96962641345103
85,7.136622204852012
86,7.051325334223065
87,7.065282160582023
88,7.091830439406747
89,7.047171532571534
90,7.122409981123292
91,6.985805375518207
92,7.035393420879875
93,7.108080998872385
94,7.697106188638314
95,6.975304561895982
96,7.144668162374838
97,6.967797140376956
98,7.0496551603492295
99,7.023559787884064
100,7.036367453149133
101,6.972597768926654
102,7.096557252685468
103,7.142070816790277
104,7.012394323569966
105,7.026438644747312
106,7.06019907467198
107,7.134575156854618
108,7.6675774749700985
109,7.041417894740125
110,7.041392550680272
111,7.6412711108493285
112,7.123855455635116
113,7.0553157975434875
114,7.127393980528593
115,7.111544406124644
116,6.997813682830203
117,7.111466103303554
118,7.123083236127609
119,7.850726795295566
120,6.968928888836382
121,6.968700419068869
122,7.054023473430645
123,7.063743100085651
124,7.01327974728207
125,7.026820829823363
126,6.966355889538951
127,8.251437690801303
128,7.075062739381384
129,7.323423909107328
130,7.007606238773671
131,7.11197626974468
132,7.042347446922768
133,7.043426775195357
134,7.037408868985773
135,7.005781029143943
136,7.621786070918965
137,7.080975170566587
138,7.00404795377374
139,7.066796044143696
140,7.086407257937705
141,7.144452048152087
142,6.9803568042231525
143,7.127269342023434
144,7.601758987522297
145,7.115618357405874
146,7.070940907615144
147,7.123730588344088
148,7.042029395559265
149,7.036858713305856
150,7.11220042979097
151,7.09441049768386
152,7.103169829329016
153,7.125544371945802
154,7.061362945247236
155,6.978818206659369
156,6.993020224612781
157,7.376949928091395
158,7.011007705912207
159,7.06272936175152
160,7.074933786807655
161,7.101037945032553
162,7.102177772638572
163,6.995611023942617
164,7.017890935131055
165,7.003658125875431
166,7.557792277275009
167,7.130376093885317
168,7.0478972320334545
169,7.026903157961259
170,7.085168086816246
171,7.030531024060014
172,7.062028107012477
173,7.0490627354135995
174,7.036125609737391
175,7.0492359724371605
176,7.009167649396108
177,7.044953351222581
178,7.080272755956958
179,7.0387470560709655
180,6.990753756889228
181,7.025736706336481
182,6.9772843091936245
183,7.072693132935244
184,7.112813250957341
185,6.9982287394693845
186,7.060669437315466
187,7.1269324642542955
188,7.074269235411126
189,7.753062736713415
190,7.007495123569651
191,7.071444569399361
192,7.059929491317472
193,7.1030855649422255
194,7.059960114582185
195,6.9851855565383545
196,7.0324732866899895
197,6.972560512675377
198,7.050848854162505
199,7.078001931553336
200,7.08108229546244
201,7.082995014285681
202,7.066197801644922
203,7.036166880511863
204,7.836545779858812
205,7.702073100827075
206,6.9675008608881175
207,7.05560076159729
208,7.067958014211452
209,7.043597412571886
210,7.040902312718803
211,7.105825516288758
212,7.042931892447249
213,7.069014277281356
214,7.580453921137117
215,7.140465066012264
216,6.970234374462443
217,7.043138362920638
218,7.059640490463053
219,7.07192505492872
220,7.119282281304448
221,7.070714446729941
222,6.974062171328062
223,7.0421223412162615
224,7.022528179531161
225,7.0433041631628015
226,7.069204364731197
227,6.994821310331261
228,7.639690776115728
229,7.0506428745050105
230,7.025819241948348
231,7.043008177935686
232,7.015533502848057
233,7.089783375605743
234,7.038251393772185
235,7.1095994102651705
236,7.0967021391389515
237,7.07136387374981
238,7.782859007646843
239,7.083983710699122
240,7.133221833550392
241,7.017973057687407
242,7.07497680212649
243,7.100741434487539
244,7.082371882018493
245,7.062927201860671
246,7.058805727960598
247,6.993512001603548
248,6.968888322249484
249,7.02722549954571
250,7.044262505894071
251,7.837285163208792
252,7.016568993187223
